,date,vessel_type,source,destination,price
66925,2026-05-02,Capesize,Indonesia,Haldia,20.02
85213,2026-05-02,Capesize,Indonesia,Visakhapatnam,16.44
219325,2026-05-02,Handysize,Australia,Dhamra,20.82
737485,2026-05-02,Supramax,Mozambique,Gangavaram,19.83
487549,2026-05-02,Panamax,Indonesia,Gopalpur,17.22
463165,2026-05-02,Panamax,Australia,Sagar/Sandheads,27.11
298573,2026-05-02,Handysize,Indonesia,Visakhapatnam,21.99
518029,2026-05-02,Panamax,Mozambique,Dhamra,25.56
560701,2026-05-02,Panamax,Russia,Dhamra,34.73
103501,2026-05-02,Capesize,Mozambique,Gopalpur,19.59
432685,2026-05-02,Panamax,Australia,Dhamra,26.89
402205,2026-05-02,Handysize,USA,Gopalpur,21.62
377821,2026-05-02,Handysize,Russia,Sagar/Sandheads,32.02
853309,2026-05-02,Supramax,USA,Visakhapatnam,32.22
798445,2026-05-02,Supramax,Russia,Paradip,21.02
341245,2026-05-02,Handysize,Mozambique,Visakhapatnam,12.6
621661,2026-05-02,Panamax,USA,Haldia,33.05
408301,2026-05-02,Handysize,USA,Haldia,22.39
633853,2026-05-02,Panamax,USA,Sagar/Sandheads,46.23
170557,2026-05-02,Capesize,Russia,Visakhapatnam,18.48
627757,2026-05-02,Panamax,USA,Paradip,27.15
670429,2026-05-02,Supramax,Australia,Paradip,24.81
213229,2026-05-02,Capesize,USA,Visakhapatnam,21.75
249805,2026-05-02,Handysize,Australia,Sagar/Sandheads,26.02
30349,2026-05-02,Capesize,Australia,Paradip,17.71
286381,2026-05-02,Handysize,Indonesia,Paradip,18.26
725293,2026-05-02,Supramax,Indonesia,Visakhapatnam,33.04
578989,2026-05-02,Panamax,Russia,Haldia,28.48
578990,2026-05-03,Panamax,Russia,Haldia,27.91
487550,2026-05-03,Panamax,Indonesia,Gopalpur,17.81
103502,2026-05-03,Capesize,Mozambique,Gopalpur,19.26
255902,2026-05-03,Handysize,Australia,Visakhapatnam,27.2
767966,2026-05-03,Supramax,Mozambique,Visakhapatnam,27.83
79118,2026-05-03,Capesize,Indonesia,Sagar/Sandheads,16.18
353438,2026-05-03,Handysize,Russia,Gangavaram,22.35
585086,2026-05-03,Panamax,Russia,Paradip,28.74
853310,2026-05-03,Supramax,USA,Visakhapatnam,30.77
274190,2026-05-03,Handysize,Indonesia,Gopalpur,19.7
572894,2026-05-03,Panamax,Russia,Gopalpur,30.68
493646,2026-05-03,Panamax,Indonesia,Haldia,27.13
743582,2026-05-03,Supramax,Mozambique,Gopalpur,20.33
505838,2026-05-03,Panamax,Indonesia,Sagar/Sandheads,29.04
249806,2026-05-03,Handysize,Australia,Sagar/Sandheads,25.6
792350,2026-05-03,Supramax,Russia,Haldia,32.59
347342,2026-05-03,Handysize,Russia,Dhamra,20.68
566798,2026-05-03,Panamax,Russia,Gangavaram,26.85
560702,2026-05-03,Panamax,Russia,Dhamra,34.98
73022,2026-05-03,Capesize,Indonesia,Paradip,12.59
261998,2026-05-03,Handysize,Indonesia,Dhamra,13.23
597278,2026-05-03,Panamax,Russia,Visakhapatnam,26.26
737486,2026-05-03,Supramax,Mozambique,Gangavaram,19.94
24254,2026-05-03,Capesize,Australia,Haldia,17.53
109598,2026-05-03,Capesize,Mozambique,Haldia,13.98
591182,2026-05-03,Panamax,Russia,Sagar/Sandheads,32.36
280286,2026-05-03,Handysize,Indonesia,Haldia,22.28
268094,2026-05-03,Handysize,Indonesia,Gangavaram,23.47
499742,2026-05-03,Panamax,Indonesia,Paradip,40.16
847214,2026-05-03,Supramax,USA,Sagar/Sandheads,24.34
341246,2026-05-03,Handysize,Mozambique,Visakhapatnam,13.38
243710,2026-05-03,Handysize,Australia,Paradip,14.4
18158,2026-05-03,Capesize,Australia,Gopalpur,12.5
658238,2026-05-03,Supramax,Australia,Gopalpur,19.5
396110,2026-05-03,Handysize,USA,Gangavaram,24.53
444878,2026-05-03,Panamax,Australia,Gopalpur,27.83
835022,2026-05-03,Supramax,USA,Haldia,27.4
127886,2026-05-03,Capesize,Mozambique,Visakhapatnam,20.81
188846,2026-05-03,Capesize,USA,Gopalpur,16.64
322958,2026-05-03,Handysize,Mozambique,Haldia,16.48
414398,2026-05-03,Handysize,USA,Paradip,26.15
652142,2026-05-03,Supramax,Australia,Gangavaram,20.02
542414,2026-05-03,Panamax,Mozambique,Paradip,24.85
91310,2026-05-03,Capesize,Mozambique,Dhamra,12.64
335150,2026-05-03,Handysize,Mozambique,Sagar/Sandheads,22.62
12062,2026-05-03,Capesize,Australia,Gangavaram,13.13
719198,2026-05-03,Supramax,Indonesia,Sagar/Sandheads,18.63
194942,2026-05-03,Capesize,USA,Haldia,22.35
390014,2026-05-03,Handysize,USA,Dhamra,23.06
761870,2026-05-03,Supramax,Mozambique,Sagar/Sandheads,25.54
152270,2026-05-03,Capesize,Russia,Haldia,17.62
450974,2026-05-03,Panamax,Australia,Haldia,32.21
524126,2026-05-03,Panamax,Mozambique,Gangavaram,26.13
54734,2026-05-03,Capesize,Indonesia,Gangavaram,12.15
292478,2026-05-03,Handysize,Indonesia,Sagar/Sandheads,24.09
646046,2026-05-03,Supramax,Australia,Dhamra,27.45
688718,2026-05-03,Supramax,Indonesia,Dhamra,15.01
201038,2026-05-03,Capesize,USA,Paradip,13.53
182750,2026-05-03,Capesize,USA,Gangavaram,16.79
664334,2026-05-03,Supramax,Australia,Haldia,25.98
755774,2026-05-03,Supramax,Mozambique,Paradip,16.61
676526,2026-05-03,Supramax,Australia,Sagar/Sandheads,21.61
408302,2026-05-03,Handysize,USA,Haldia,22.64
536318,2026-05-03,Panamax,Mozambique,Haldia,27.0
432686,2026-05-03,Panamax,Australia,Dhamra,27.19
682622,2026-05-03,Supramax,Australia,Visakhapatnam,25.59
85214,2026-05-03,Capesize,Indonesia,Visakhapatnam,16.13
133982,2026-05-03,Capesize,Russia,Dhamra,21.05
170558,2026-05-03,Capesize,Russia,Visakhapatnam,18.73
316862,2026-05-03,Handysize,Mozambique,Gopalpur,18.36
298574,2026-05-03,Handysize,Indonesia,Visakhapatnam,21.26
60830,2026-05-03,Capesize,Indonesia,Gopalpur,13.74
670430,2026-05-03,Supramax,Australia,Paradip,24.62
798446,2026-05-03,Supramax,Russia,Paradip,20.89
780158,2026-05-03,Supramax,Russia,Gangavaram,33.36
5966,2026-05-03,Capesize,Australia,Dhamra,17.2
438782,2026-05-03,Panamax,Australia,Gangavaram,29.1
841118,2026-05-03,Supramax,USA,Paradip,30.72
426590,2026-05-03,Handysize,USA,Visakhapatnam,22.38
713102,2026-05-03,Supramax,Indonesia,Paradip,20.64
158366,2026-05-03,Capesize,Russia,Paradip,16.8
176654,2026-05-03,Capesize,USA,Dhamra,18.97
707006,2026-05-03,Supramax,Indonesia,Haldia,21.65
810638,2026-05-03,Supramax,Russia,Visakhapatnam,27.51
402206,2026-05-03,Handysize,USA,Gopalpur,21.87
164462,2026-05-03,Capesize,Russia,Sagar/Sandheads,17.94
639950,2026-05-03,Panamax,USA,Visakhapatnam,23.39
457070,2026-05-03,Panamax,Australia,Paradip,18.29
365630,2026-05-03,Handysize,Russia,Haldia,27.78
475358,2026-05-03,Panamax,Indonesia,Dhamra,17.16
310766,2026-05-03,Handysize,Mozambique,Gangavaram,17.8
828926,2026-05-03,Supramax,USA,Gopalpur,22.33
231518,2026-05-03,Handysize,Australia,Gopalpur,25.14
554606,2026-05-03,Panamax,Mozambique,Visakhapatnam,36.13
731390,2026-05-03,Supramax,Mozambique,Dhamra,27.24
530222,2026-05-03,Panamax,Mozambique,Gopalpur,24.86
511934,2026-05-03,Panamax,Indonesia,Visakhapatnam,26.61
609470,2026-05-03,Panamax,USA,Gangavaram,29.32
804542,2026-05-03,Supramax,Russia,Sagar/Sandheads,25.74
146174,2026-05-03,Capesize,Russia,Gopalpur,15.11
48638,2026-05-03,Capesize,Indonesia,Dhamra,10.51
774062,2026-05-03,Supramax,Russia,Dhamra,18.25
420494,2026-05-03,Handysize,USA,Sagar/Sandheads,32.8
786254,2026-05-03,Supramax,Russia,Gopalpur,26.16
700910,2026-05-03,Supramax,Indonesia,Gopalpur,17.44
359534,2026-05-03,Handysize,Russia,Gopalpur,18.88
237614,2026-05-03,Handysize,Australia,Haldia,21.29
97406,2026-05-03,Capesize,Mozambique,Gangavaram,14.36
816734,2026-05-03,Supramax,USA,Dhamra,32.62
481454,2026-05-03,Panamax,Indonesia,Gangavaram,24.45
603374,2026-05-03,Panamax,USA,Dhamra,32.56
615566,2026-05-03,Panamax,USA,Gopalpur,27.88
383918,2026-05-03,Handysize,Russia,Visakhapatnam,20.92
749678,2026-05-03,Supramax,Mozambique,Haldia,34.14
518030,2026-05-03,Panamax,Mozambique,Dhamra,23.4
207134,2026-05-03,Capesize,USA,Sagar/Sandheads,20.22
548510,2026-05-03,Panamax,Mozambique,Sagar/Sandheads,31.1
694814,2026-05-03,Supramax,Indonesia,Gangavaram,21.36
121790,2026-05-03,Capesize,Mozambique,Sagar/Sandheads,21.3
286382,2026-05-03,Handysize,Indonesia,Paradip,17.86
633854,2026-05-03,Panamax,USA,Sagar/Sandheads,45.97
213230,2026-05-03,Capesize,USA,Visakhapatnam,20.94
822830,2026-05-03,Supramax,USA,Gangavaram,29.66
377822,2026-05-03,Handysize,Russia,Sagar/Sandheads,32.31
463166,2026-05-03,Panamax,Australia,Sagar/Sandheads,27.65
115694,2026-05-03,Capesize,Mozambique,Paradip,12.0
66926,2026-05-03,Capesize,Indonesia,Haldia,20.43
42542,2026-05-03,Capesize,Australia,Visakhapatnam,13.33
627758,2026-05-03,Panamax,USA,Paradip,26.58
140078,2026-05-03,Capesize,Russia,Gangavaram,16.84
225422,2026-05-03,Handysize,Australia,Gangavaram,16.3
329054,2026-05-03,Handysize,Mozambique,Paradip,23.52
469262,2026-05-03,Panamax,Australia,Visakhapatnam,33.46
371726,2026-05-03,Handysize,Russia,Paradip,26.5
725294,2026-05-03,Supramax,Indonesia,Visakhapatnam,33.61
36446,2026-05-03,Capesize,Australia,Sagar/Sandheads,14.25
621662,2026-05-03,Panamax,USA,Haldia,31.57
304670,2026-05-03,Handysize,Mozambique,Dhamra,23.63
30350,2026-05-03,Capesize,Australia,Paradip,17.76
219326,2026-05-03,Handysize,Australia,Dhamra,21.02
524127,2026-05-04,Panamax,Mozambique,Gangavaram,25.08
530223,2026-05-04,Panamax,Mozambique,Gopalpur,24.96
536319,2026-05-04,Panamax,Mozambique,Haldia,27.37
316863,2026-05-04,Handysize,Mozambique,Gopalpur,18.3
304671,2026-05-04,Handysize,Mozambique,Dhamra,23.01
274191,2026-05-04,Handysize,Indonesia,Gopalpur,19.16
79119,2026-05-04,Capesize,Indonesia,Sagar/Sandheads,16.81
335151,2026-05-04,Handysize,Mozambique,Sagar/Sandheads,22.83
97407,2026-05-04,Capesize,Mozambique,Gangavaram,14.42
280287,2026-05-04,Handysize,Indonesia,Haldia,22.6
48639,2026-05-04,Capesize,Indonesia,Dhamra,10.65
511935,2026-05-04,Panamax,Indonesia,Visakhapatnam,28.03
554607,2026-05-04,Panamax,Mozambique,Visakhapatnam,34.82
749679,2026-05-04,Supramax,Mozambique,Haldia,34.19
329055,2026-05-04,Handysize,Mozambique,Paradip,23.82
30351,2026-05-04,Capesize,Australia,Paradip,18.17
505839,2026-05-04,Panamax,Indonesia,Sagar/Sandheads,28.41
518031,2026-05-04,Panamax,Mozambique,Dhamra,23.95
755775,2026-05-04,Supramax,Mozambique,Paradip,17.69
548511,2026-05-04,Panamax,Mozambique,Sagar/Sandheads,30.37
560703,2026-05-04,Panamax,Russia,Dhamra,33.97
761871,2026-05-04,Supramax,Mozambique,Sagar/Sandheads,25.68
542415,2026-05-04,Panamax,Mozambique,Paradip,23.71
322959,2026-05-04,Handysize,Mozambique,Haldia,16.76
91311,2026-05-04,Capesize,Mozambique,Dhamra,12.3
810639,2026-05-04,Supramax,Russia,Visakhapatnam,27.96
841119,2026-05-04,Supramax,USA,Paradip,30.71
566799,2026-05-04,Panamax,Russia,Gangavaram,27.85
268095,2026-05-04,Handysize,Indonesia,Gangavaram,22.85
85215,2026-05-04,Capesize,Indonesia,Visakhapatnam,16.62
298575,2026-05-04,Handysize,Indonesia,Visakhapatnam,21.8
292479,2026-05-04,Handysize,Indonesia,Sagar/Sandheads,24.61
286383,2026-05-04,Handysize,Indonesia,Paradip,18.61
603375,2026-05-04,Panamax,USA,Dhamra,32.77
572895,2026-05-04,Panamax,Russia,Gopalpur,31.84
658239,2026-05-04,Supramax,Australia,Gopalpur,19.01
396111,2026-05-04,Handysize,USA,Gangavaram,24.36
835023,2026-05-04,Supramax,USA,Haldia,28.22
127887,2026-05-04,Capesize,Mozambique,Visakhapatnam,20.87
444879,2026-05-04,Panamax,Australia,Gopalpur,27.13
188847,2026-05-04,Capesize,USA,Gopalpur,17.55
652143,2026-05-04,Supramax,Australia,Gangavaram,20.04
12063,2026-05-04,Capesize,Australia,Gangavaram,12.69
719199,2026-05-04,Supramax,Indonesia,Sagar/Sandheads,17.96
390015,2026-05-04,Handysize,USA,Dhamra,23.03
194943,2026-05-04,Capesize,USA,Haldia,21.65
450975,2026-05-04,Panamax,Australia,Haldia,32.05
646047,2026-05-04,Supramax,Australia,Dhamra,26.58
201039,2026-05-04,Capesize,USA,Paradip,13.89
639951,2026-05-04,Panamax,USA,Visakhapatnam,23.04
383919,2026-05-04,Handysize,Russia,Visakhapatnam,20.51
457071,2026-05-04,Panamax,Australia,Paradip,19.01
371727,2026-05-04,Handysize,Russia,Paradip,25.79
36447,2026-05-04,Capesize,Australia,Sagar/Sandheads,14.08
621663,2026-05-04,Panamax,USA,Haldia,34.03
219327,2026-05-04,Handysize,Australia,Dhamra,21.54
627759,2026-05-04,Panamax,USA,Paradip,26.29
725295,2026-05-04,Supramax,Indonesia,Visakhapatnam,32.88
182751,2026-05-04,Capesize,USA,Gangavaram,16.66
66927,2026-05-04,Capesize,Indonesia,Haldia,20.32
377823,2026-05-04,Handysize,Russia,Sagar/Sandheads,31.57
213231,2026-05-04,Capesize,USA,Visakhapatnam,20.71
633855,2026-05-04,Panamax,USA,Sagar/Sandheads,46.27
121791,2026-05-04,Capesize,Mozambique,Sagar/Sandheads,20.57
341247,2026-05-04,Handysize,Mozambique,Visakhapatnam,13.86
207135,2026-05-04,Capesize,USA,Sagar/Sandheads,20.57
463167,2026-05-04,Panamax,Australia,Sagar/Sandheads,26.8
469263,2026-05-04,Panamax,Australia,Visakhapatnam,32.75
60831,2026-05-04,Capesize,Indonesia,Gopalpur,13.95
176655,2026-05-04,Capesize,USA,Dhamra,19.49
700911,2026-05-04,Supramax,Indonesia,Gopalpur,17.89
786255,2026-05-04,Supramax,Russia,Gopalpur,25.98
420495,2026-05-04,Handysize,USA,Sagar/Sandheads,32.23
853311,2026-05-04,Supramax,USA,Visakhapatnam,31.24
146175,2026-05-04,Capesize,Russia,Gopalpur,15.0
140079,2026-05-04,Capesize,Russia,Gangavaram,16.76
822831,2026-05-04,Supramax,USA,Gangavaram,29.77
694815,2026-05-04,Supramax,Indonesia,Gangavaram,21.42
54735,2026-05-04,Capesize,Indonesia,Gangavaram,12.23
152271,2026-05-04,Capesize,Russia,Haldia,17.62
688719,2026-05-04,Supramax,Indonesia,Dhamra,15.74
414399,2026-05-04,Handysize,USA,Paradip,25.99
18159,2026-05-04,Capesize,Australia,Gopalpur,13.24
707007,2026-05-04,Supramax,Indonesia,Haldia,21.9
158367,2026-05-04,Capesize,Russia,Paradip,16.19
426591,2026-05-04,Handysize,USA,Visakhapatnam,22.29
682623,2026-05-04,Supramax,Australia,Visakhapatnam,24.55
5967,2026-05-04,Capesize,Australia,Dhamra,17.45
713103,2026-05-04,Supramax,Indonesia,Paradip,19.85
798447,2026-05-04,Supramax,Russia,Paradip,19.81
438783,2026-05-04,Panamax,Australia,Gangavaram,30.16
780159,2026-05-04,Supramax,Russia,Gangavaram,31.92
402207,2026-05-04,Handysize,USA,Gopalpur,21.93
664335,2026-05-04,Supramax,Australia,Haldia,26.61
670431,2026-05-04,Supramax,Australia,Paradip,24.82
133983,2026-05-04,Capesize,Russia,Dhamra,21.2
432687,2026-05-04,Panamax,Australia,Dhamra,27.37
408303,2026-05-04,Handysize,USA,Haldia,22.41
676527,2026-05-04,Supramax,Australia,Sagar/Sandheads,22.15
164463,2026-05-04,Capesize,Russia,Sagar/Sandheads,17.68
42543,2026-05-04,Capesize,Australia,Visakhapatnam,13.1
170559,2026-05-04,Capesize,Russia,Visakhapatnam,18.68
225423,2026-05-04,Handysize,Australia,Gangavaram,16.66
310767,2026-05-04,Handysize,Mozambique,Gangavaram,18.85
237615,2026-05-04,Handysize,Australia,Haldia,20.62
103503,2026-05-04,Capesize,Mozambique,Gopalpur,19.69
774063,2026-05-04,Supramax,Russia,Dhamra,18.78
359535,2026-05-04,Handysize,Russia,Gopalpur,19.08
261999,2026-05-04,Handysize,Indonesia,Dhamra,12.34
493647,2026-05-04,Panamax,Indonesia,Haldia,26.79
816735,2026-05-04,Supramax,USA,Dhamra,31.53
585087,2026-05-04,Panamax,Russia,Paradip,28.08
481455,2026-05-04,Panamax,Indonesia,Gangavaram,24.57
243711,2026-05-04,Handysize,Australia,Paradip,14.83
828927,2026-05-04,Supramax,USA,Gopalpur,21.33
73023,2026-05-04,Capesize,Indonesia,Paradip,12.56
109599,2026-05-04,Capesize,Mozambique,Haldia,14.85
347343,2026-05-04,Handysize,Russia,Dhamra,19.98
792351,2026-05-04,Supramax,Russia,Haldia,31.35
597279,2026-05-04,Panamax,Russia,Visakhapatnam,26.47
591183,2026-05-04,Panamax,Russia,Sagar/Sandheads,33.35
353439,2026-05-04,Handysize,Russia,Gangavaram,23.03
487551,2026-05-04,Panamax,Indonesia,Gopalpur,17.59
737487,2026-05-04,Supramax,Mozambique,Gangavaram,20.59
24255,2026-05-04,Capesize,Australia,Haldia,18.82
255903,2026-05-04,Handysize,Australia,Visakhapatnam,26.97
804543,2026-05-04,Supramax,Russia,Sagar/Sandheads,26.25
249807,2026-05-04,Handysize,Australia,Sagar/Sandheads,26.18
578991,2026-05-04,Panamax,Russia,Haldia,27.97
475359,2026-05-04,Panamax,Indonesia,Dhamra,17.5
365631,2026-05-04,Handysize,Russia,Haldia,27.52
767967,2026-05-04,Supramax,Mozambique,Visakhapatnam,27.37
231519,2026-05-04,Handysize,Australia,Gopalpur,25.52
499743,2026-05-04,Panamax,Indonesia,Paradip,38.42
731391,2026-05-04,Supramax,Mozambique,Dhamra,26.28
615567,2026-05-04,Panamax,USA,Gopalpur,27.66
743583,2026-05-04,Supramax,Mozambique,Gopalpur,19.82
847215,2026-05-04,Supramax,USA,Sagar/Sandheads,25.12
115695,2026-05-04,Capesize,Mozambique,Paradip,11.85
609471,2026-05-04,Panamax,USA,Gangavaram,28.1
170560,2026-05-05,Capesize,Russia,Visakhapatnam,18.26
560704,2026-05-05,Panamax,Russia,Dhamra,34.03
164464,2026-05-05,Capesize,Russia,Sagar/Sandheads,18.1
743584,2026-05-05,Supramax,Mozambique,Gopalpur,19.41
670432,2026-05-05,Supramax,Australia,Paradip,23.5
133984,2026-05-05,Capesize,Russia,Dhamra,21.43
274192,2026-05-05,Handysize,Indonesia,Gopalpur,19.2
298576,2026-05-05,Handysize,Indonesia,Visakhapatnam,21.2
572896,2026-05-05,Panamax,Russia,Gopalpur,30.52
591184,2026-05-05,Panamax,Russia,Sagar/Sandheads,33.32
700912,2026-05-05,Supramax,Indonesia,Gopalpur,17.48
676528,2026-05-05,Supramax,Australia,Sagar/Sandheads,23.13
255904,2026-05-05,Handysize,Australia,Visakhapatnam,27.26
755776,2026-05-05,Supramax,Mozambique,Paradip,17.29
578992,2026-05-05,Panamax,Russia,Haldia,28.44
268096,2026-05-05,Handysize,Indonesia,Gangavaram,23.62
152272,2026-05-05,Capesize,Russia,Haldia,17.48
688720,2026-05-05,Supramax,Indonesia,Dhamra,15.67
566800,2026-05-05,Panamax,Russia,Gangavaram,29.35
847216,2026-05-05,Supramax,USA,Sagar/Sandheads,25.64
103504,2026-05-05,Capesize,Mozambique,Gopalpur,19.42
262000,2026-05-05,Handysize,Indonesia,Dhamra,12.26
694816,2026-05-05,Supramax,Indonesia,Gangavaram,22.4
146176,2026-05-05,Capesize,Russia,Gopalpur,15.17
707008,2026-05-05,Supramax,Indonesia,Haldia,21.08
158368,2026-05-05,Capesize,Russia,Paradip,16.28
304672,2026-05-05,Handysize,Mozambique,Dhamra,22.3
682624,2026-05-05,Supramax,Australia,Visakhapatnam,23.42
530224,2026-05-05,Panamax,Mozambique,Gopalpur,25.17
42544,2026-05-05,Capesize,Australia,Visakhapatnam,13.19
585088,2026-05-05,Panamax,Russia,Paradip,29.16
140080,2026-05-05,Capesize,Russia,Gangavaram,16.6
536320,2026-05-05,Panamax,Mozambique,Haldia,27.72
249808,2026-05-05,Handysize,Australia,Sagar/Sandheads,25.44
30352,2026-05-05,Capesize,Australia,Paradip,16.72
597280,2026-05-05,Panamax,Russia,Visakhapatnam,26.27
798448,2026-05-05,Supramax,Russia,Paradip,21.83
804544,2026-05-05,Supramax,Russia,Sagar/Sandheads,26.93
828928,2026-05-05,Supramax,USA,Gopalpur,20.55
48640,2026-05-05,Capesize,Indonesia,Dhamra,11.0
554608,2026-05-05,Panamax,Mozambique,Visakhapatnam,35.17
207136,2026-05-05,Capesize,USA,Sagar/Sandheads,19.18
548512,2026-05-05,Panamax,Mozambique,Sagar/Sandheads,31.01
286384,2026-05-05,Handysize,Indonesia,Paradip,18.64
633856,2026-05-05,Panamax,USA,Sagar/Sandheads,46.19
609472,2026-05-05,Panamax,USA,Gangavaram,27.89
639952,2026-05-05,Panamax,USA,Visakhapatnam,22.35
731392,2026-05-05,Supramax,Mozambique,Dhamra,26.27
213232,2026-05-05,Capesize,USA,Visakhapatnam,21.26
725296,2026-05-05,Supramax,Indonesia,Visakhapatnam,33.44
627760,2026-05-05,Panamax,USA,Paradip,27.19
219328,2026-05-05,Handysize,Australia,Dhamra,21.3
621664,2026-05-05,Panamax,USA,Haldia,32.48
36448,2026-05-05,Capesize,Australia,Sagar/Sandheads,13.91
615568,2026-05-05,Panamax,USA,Gopalpur,28.76
749680,2026-05-05,Supramax,Mozambique,Haldia,34.41
115696,2026-05-05,Capesize,Mozambique,Paradip,12.04
231520,2026-05-05,Handysize,Australia,Gopalpur,25.76
201040,2026-05-05,Capesize,USA,Paradip,13.45
646048,2026-05-05,Supramax,Australia,Dhamra,26.88
292480,2026-05-05,Handysize,Indonesia,Sagar/Sandheads,24.95
713104,2026-05-05,Supramax,Indonesia,Paradip,20.19
810640,2026-05-05,Supramax,Russia,Visakhapatnam,27.92
176656,2026-05-05,Capesize,USA,Dhamra,18.48
664336,2026-05-05,Supramax,Australia,Haldia,25.15
225424,2026-05-05,Handysize,Australia,Gangavaram,16.92
182752,2026-05-05,Capesize,USA,Gangavaram,16.18
658240,2026-05-05,Supramax,Australia,Gopalpur,19.46
792352,2026-05-05,Supramax,Russia,Haldia,33.31
91312,2026-05-05,Capesize,Mozambique,Dhamra,12.64
127888,2026-05-05,Capesize,Mozambique,Visakhapatnam,20.5
109600,2026-05-05,Capesize,Mozambique,Haldia,14.88
280288,2026-05-05,Handysize,Indonesia,Haldia,21.76
243712,2026-05-05,Handysize,Australia,Paradip,15.03
188848,2026-05-05,Capesize,USA,Gopalpur,17.17
652144,2026-05-05,Supramax,Australia,Gangavaram,21.13
12064,2026-05-05,Capesize,Australia,Gangavaram,13.21
603376,2026-05-05,Panamax,USA,Dhamra,33.22
719200,2026-05-05,Supramax,Indonesia,Sagar/Sandheads,18.52
237616,2026-05-05,Handysize,Australia,Haldia,21.58
194944,2026-05-05,Capesize,USA,Haldia,22.37
542416,2026-05-05,Panamax,Mozambique,Paradip,24.72
737488,2026-05-05,Supramax,Mozambique,Gangavaram,19.48
121792,2026-05-05,Capesize,Mozambique,Sagar/Sandheads,20.35
97408,2026-05-05,Capesize,Mozambique,Gangavaram,14.2
329056,2026-05-05,Handysize,Mozambique,Paradip,24.12
450976,2026-05-05,Panamax,Australia,Haldia,30.19
353440,2026-05-05,Handysize,Russia,Gangavaram,22.58
487552,2026-05-05,Panamax,Indonesia,Gopalpur,17.02
390016,2026-05-05,Handysize,USA,Dhamra,22.65
444880,2026-05-05,Panamax,Australia,Gopalpur,27.34
347344,2026-05-05,Handysize,Russia,Dhamra,19.75
822832,2026-05-05,Supramax,USA,Gangavaram,29.93
24256,2026-05-05,Capesize,Australia,Haldia,18.24
310768,2026-05-05,Handysize,Mozambique,Gangavaram,18.1
493648,2026-05-05,Panamax,Indonesia,Haldia,27.23
60832,2026-05-05,Capesize,Indonesia,Gopalpur,14.49
316864,2026-05-05,Handysize,Mozambique,Gopalpur,18.53
5968,2026-05-05,Capesize,Australia,Dhamra,16.99
767968,2026-05-05,Supramax,Mozambique,Visakhapatnam,28.23
835024,2026-05-05,Supramax,USA,Haldia,28.99
383920,2026-05-05,Handysize,Russia,Visakhapatnam,20.97
457072,2026-05-05,Panamax,Australia,Paradip,17.88
73024,2026-05-05,Capesize,Indonesia,Paradip,12.43
475360,2026-05-05,Panamax,Indonesia,Dhamra,17.6
365632,2026-05-05,Handysize,Russia,Haldia,28.42
774064,2026-05-05,Supramax,Russia,Dhamra,18.45
469264,2026-05-05,Panamax,Australia,Visakhapatnam,33.12
371728,2026-05-05,Handysize,Russia,Paradip,26.26
359536,2026-05-05,Handysize,Russia,Gopalpur,17.97
322960,2026-05-05,Handysize,Mozambique,Haldia,16.49
816736,2026-05-05,Supramax,USA,Dhamra,32.22
761872,2026-05-05,Supramax,Mozambique,Sagar/Sandheads,25.18
